google_translate,naive_gpt,transidiomation
0.021155,-0.085837,-0.538645
0.182623,0.145541,0.130742
0.189984,-0.147603,-0.26834
0.721839,0.160926,-0.350502
0.178974,0.158836,0.198264
0.019407,-0.013699,0.118312
0.335242,0.470424,0.528352
0.256893,-0.44759,-0.459096
0.204984,0.036792,0.121139
0.732321,0.732321,0.732321
-0.319784,0.094279,0.178143
0.432011,0.517252,0.541736
-0.088441,-0.082962,-0.471797
-0.538611,-0.347123,-0.623875
0.12418,0.038071,0.032986
-0.07665,0.208199,-0.014737
0.171739,0.148853,-0.219429
0.17047,0.066598,0.17449
0.521996,0.452173,0.281414
-0.396625,0.087217,-0.103856
0.629526,-0.46892,0.201836
0.068456,-0.006858,0.065085
0.215267,-0.050438,0.291029
-0.78952,-0.203001,0.10144
0.189312,0.362476,0.348986
0.071274,0.067562,-0.193374
0.238897,0.258674,0.245828
0.240569,0.539343,0.336101
-0.792973,0.575258,0.618208
-0.198101,-0.530307,-0.962406
-0.18278,-0.664408,-0.501808
0.278565,0.185526,0.381551
0.295064,-0.060848,-0.036873
0.610871,-0.532265,-0.139654
0.200086,0.049244,0.04552
0.537119,-0.578788,-0.135082
0.224515,-0.061015,-0.120329
0.212285,0.194726,0.287969
0.023342,-0.097244,-0.201621
0.44545,0.425117,0.430978
0.344143,0.02915,0.13397
0.20994,0.078444,0.142641
0.149136,0.009335,-0.08349
-1.511193,-1.397643,-1.49348
0.434674,0.349648,0.248208
-0.173641,-0.066998,-0.434647
